"Name","id.review","Text","Neg or Pos","Province","Type"
"Hotel 426",112,"most terrible hotel experience ever  and this mainly by the absolutely unprofessional management  at arrival they assigned us a lesser room than what we reserved  amp  paid for  the moment we arrived they made us sign for the paying of the 3 nights room  they were entitled to do so  but we haver never experienced this before  we moved into 3 rooms before we got into the suite  because this was the most close to what we saw on the bookings site as what we booked  means that the foto s on bookings com are not a reflection of the physical composition of the rooms  but this is also not a surprise to us   noticed this before   the airco was broken and desk staff continued to lie to us on the repair of it  during a heatwave in italy   sardinia   at the moment we left the hotel  it was still not working  the breakfast was acceptable though nothing more than that  service in breakfast room was on the edge of being rude  it all comes down to the staff not being trained to treat customers as the persons their core business runs on  we never saw any interference of the management to support their staff and please the customers  actually  during our days in the hotel  with quite some queries at the front desk  we never even saw a glimp of the management  management get your act together and start building up your hotel on a professional maner  as we experienced it in the next hotel we were in and which i ranked a 10  ","Neg","Olbia-Tempio","4-Star"
"Hotel 590",9,"in inverno il ristorante nei paraggi che rimane aperto   lontano quasi 1 km quindi non agevole per chi non ha automobile","Neg","Olbia-Tempio","4-Star"
"Hotel 512",68,"camera vista mare pulita e spaziosa  colazione abbondante e ricca di frutta  gentilezza e disponibilit  dei titolari gianni  antonella e gianna consigliatissimo   ","Pos","Nuoro","4-Star"
"Hotel 302",1,"il terrazzo con vista sul imboccatura porto con piccola spiaggia e vista mare","Pos","Cagliari","3-Star"
"Hotel 171",80,"situato a cinque minuti a piedi dal centro  buon rapporto qualit  prezzo se si decide di stare qualche giorno nei dintorni della citt  e per le spiagge  facilmente raggiungibile dall aeroporto  la stanza era pulita sebbene il mobilio e l  hotel in generale abbiano un look anni 80  staff molto cordiale e disponibile  colazione abbondante e varia ","Pos","Oristano","4-Star"
"Hotel 381",230,"l accoglienzac la gentilezza  dello staff ","Pos","Sassari","4-Star"
"Hotel 460",71,"tutto","Pos","Sassari","4-Star"
"Hotel 425",279,"located about 50 metres from la cinta beach  and a ten minute wander from town  although advertised wifi only in public areas it work in our room too  had a lovely view from our balcony  room had everything we needed  air con  a safe  decent shower and ample bedding ","Pos","Olbia-Tempio","3-Star"
"Hotel 287",29,"camere spaziose e confortevoli  accoglienza professionale e gentile  punto forte la prima colazione costituita da cibi salati  pasticcini e buonissime torte fatte in casa dalla proprietaria ","Pos","Cagliari","3-Star"
"Hotel 165",59,"poor wifi in the room","Neg","Cagliari","4-Star"
"Hotel 599",6,"posizione centralissima  a pochi passi dalla piazza principale di carloforte  la struttura   collocata pi  in alto rispetto al resto delle abitazioni  di conseguenza risulta silenziosissima  unico rumore  le campane della chiesa   personale cordialissimo  come sentirsi a casa ","Pos","Olbia-Tempio","3-Star"
"Hotel 223",51,"wifi coverage poor in rooms although good near hotel main building ","Neg","Oristano","5-Star"
"Hotel 297",331,"cordialit  del personale  ogni tanto un sorriso non guasta","Neg","Cagliari","3-Star"
"Hotel 375",33,"nulla  ma consiglio un rinnovamento dell arredamento dell ambiente colazione","Neg","Olbia-Tempio","5-Star"
"Hotel 207",148,"the airconditioning didn t seem to be able to hold a comfortable temperature  it was either too hot or too cold  bed a bit too hard  reaching it by car is complicated as there is no place to stop in front of the hotel even just to unload the luggage  you need to drop somebody in front of the hotel  she needs to pay for the parking card while you circle around as you won t find a parking spot  it s a busy area   then you pick your partner up and you drive to the train station where the hotel has reserved your parking ","Neg","Cagliari","2-Star"
"Hotel 1",106,"doccia piccolissima  ed abbiamo riscontrato un po di carenza nella pulizia","Neg","Cagliari","Other Facilities"
"Hotel 578",357,"ricca colazione dolce  un po  carente la salata","Pos","Olbia-Tempio","Other Facilities"
"Hotel 297",392,"nice staff  very easy entrance with your friends   comfortable rooms location is perfect for shopping and dining  highly recommended ","Pos","Cagliari","3-Star"
"Hotel 568",94,"really friendly staff and really helpful  we had a problem with our car and they helped us to ricover it without asking anything   lovely behavior ","Pos","Sassari","4-Star"
"Hotel 208",190,"colazione poco assortita e di scarsa qualita","Neg","Ogliastra","4-Star"
"Hotel 614",26,"l aria condizionata non   molto regolabile  e  rumorosa ma per una sola notte non posso lamentarmi ","Neg","Olbia-Tempio","4-Star"
"Hotel 172",147,"la posizione","Pos","Oristano","Other Facilities"
"Hotel 103",146,"una buona struttura con i giusti comfort e il giusto prezzo","Pos","Cagliari","3-Star"
"Hotel 205",235,"the hotel had the lovely idea to invite all guests to a complimentary tea and sweet pastries in the evening  really nice touch ","Pos","Carbonia-Iglesias","Other Facilities"
"Hotel 375",117,"poor noise insulation  if you have noisy neighbors you will be sure to hear every word   ","Neg","Olbia-Tempio","5-Star"
"Hotel 554",18,"it was all fine ","Neg","Olbia-Tempio","4-Star"
"Hotel 524",22,"assolutamente rapporto qualit  prezzo da rivedere  la stanza era davvero piccola  scomoda per due persone  bagno strutturato male e doccia troppo piccola con problemi  nel complesso non ci ha soddisfatto  un 4 stelle cos  non lo avevo mai visto  la location e la cura per quanto riguarda il paesaggio e il verde migliorano la permanenza  nel complesso tutto da  ridimensionare e da rivedere ","Neg","Olbia-Tempio","4-Star"
"Hotel 357",13,"migliorerei gli orari di apertura della reception  soprattutto la sera","Neg","Nuoro","4-Star"
"Hotel 258",21,"the staff is very friendly and helpful  rooms are big and clean ","Pos","Carbonia-Iglesias","4-Star"
"Hotel 429",11,"nulla tutto perfetto","Neg","Sassari","Other Facilities"
"Hotel 459",45,"non c   bisogno di cambiare saponetta ed asciugamani ogni giorno  si potrebbe adottare il sistema di lasciare in terra gli asciugamani che si desidera vengano cambiati e usare erogatori di sapone oppure lasciare le stesse saponette per tutta la durata del soggiorno  non penso si offenda nessuno ","Neg","Olbia-Tempio","4-Star"
"Hotel 119",100,"la promozione della struttura","Neg","Nuoro","3-Star"
"Hotel 304",14,"il prezzo della cena al ristorante mi   sembrato un po alto","Neg","Cagliari","3-Star"
"Hotel 257",81,"la gentilezza dello staff sopratutto della sig ra aurora","Pos","Cagliari","2-Star"
"Hotel 396",270,"uno dei materassi dei bambini molto scomodo","Neg","Olbia-Tempio","3-Star"
"Hotel 376",56,"peccato un gran vero peccato che la piscina del wild duck non fosse pulita   coi bambini sarebbe stato perfetto ","Neg","Sassari","3-Star"
"Hotel 55",176,"molto rilassante  personale accogliente e sorridente","Pos","Carbonia-Iglesias","Other Facilities"
"Hotel 499",9,"l unico problema che abbiamo riscontrato   la doccia intasata poi sarebbe stato meglio avere un frigo bar all interno della camera","Neg","Olbia-Tempio","3-Star"
"Hotel 480",234,"posizione sul mare","Pos","Olbia-Tempio","4-Star"
"Hotel 51",65,"personale cortesissimo  colazione fantastica  bellissimo giardino  camera pulita e accogliente  stanza con bagno messa a disposizione per una confortevole doccia prima di lasciare l hotel","Pos","Cagliari","5-Star"
"Hotel 434",19,"staff al top della gentilezza  educazione e disponibilit   colazione internazionale ottima e abbondante  posizione centralissima della struttura ","Pos","Sassari","4-Star"
"Hotel 142",36,"il box doccia","Neg","Oristano","3-Star"
"Hotel 118",143,"un rinnovamento negli arredi sarebbe consigliabile","Neg","Ogliastra","3-Star"
"Hotel 152",53,"le camere lato strada opposto alla reception sono fatiscenti e con odore di muffa  armadio rotto  bagno vecchio  materasso  con molle in superficie  giardini trascurati sul retro delle camere lato parcheggio sterrato  ombrelloni in piscina non sufficienti e molti con la tela staccata lateralmente ","Neg","Cagliari","3-Star"
"Hotel 305",55,"l assenza di portiere di notte ","Neg","Cagliari","3-Star"
"Hotel 427",371,"la posizione  ottima colazione  bella la piscina e la terrazza panoramica  pulizia camera  personale molto gentile  disponibile e professionale ","Pos","Olbia-Tempio","4-Star"
"Hotel 154",184,"il ristorante poteva offrire di pi    ","Neg","Ogliastra","4-Star"
"Hotel 545",1471,"the rooms were spacious and very clean  albeit a little tired  the breakfast buffet was fine  staff great  pool area clean and well attended by staff good location to explore the area or equally lounge around and enjoy the hotel ","Pos","Olbia-Tempio","3-Star"
"Hotel 415",240,"servizio pulizie sufficiente ma migliorabile ","Neg","Olbia-Tempio","4-Star"
"Hotel 392",5,"hotel un po  datato  forse bisognoso di un restyling   non vicinissimo al centro  unica pecca riscontrata  alle 9 00 circa erano finite le brioches senza possibilit  di essere rimpiazzate ","Neg","Sassari","Other Facilities"
"Hotel 260",11,"i materassi e toglierei il depuratore","Neg","Cagliari","4-Star"
"Hotel 109",18,"discreto comfort del mobil home","Pos","Cagliari","5-Star"
"Hotel 195",40,"la posizione strategica la vicinanza al centro e alle principali vie per raggiungere altre mete da vedere e visitare","Pos","Cagliari","Other Facilities"
"Hotel 455",17,"out of season no reasonably priced restaurants were available without a short drive in the car  ","Neg","Olbia-Tempio","4-Star"
"Hotel 205",147,"l accoglienza  la gentilezza del personale  la posizione  la colazione","Pos","Carbonia-Iglesias","Other Facilities"
"Hotel 36",1,"acqua poco pi  che tiepida x servizi  tv anni 90  a francobollo  camera validissima ma solo periodi estivi","Neg","Cagliari","Other Facilities"
"Hotel 602",57,"l hotel ha bisogno di manutenzione nelle camere non c    il wifi la colazione dovrebbe cambiare per chi ha una permanenza di pi  giorni ","Neg","Olbia-Tempio","Other Facilities"
"Hotel 435",176,"ottimo rapporto qualit  prezzo lo consiglio","Pos","Sassari","Other Facilities"
"Hotel 337",36,"la posizione della struttura e la disponibilit  del personale","Pos","Olbia-Tempio","4-Star"
"Hotel 335",93,"buona posizione al centro di palau  comodissimo per i traghetti per la maddalena e caprera  locali molto puliti e personale cortese ","Pos","Nuoro","Other Facilities"
"Hotel 149",14,"wifi didn t work in the room  bed was very firm and not comfortable ","Neg","Ogliastra","3-Star"
"Hotel 418",59,"posizione ottimale  vicino alla spiaggia e a 30 min a piedi dal centro  camera spaziosa e balcone grande ","Pos","Olbia-Tempio","3-Star"
"Hotel 501",20,"niente","Neg","Olbia-Tempio","3-Star"
"Hotel 216",13,"il posto   totalmente nuovo aperto da poco piu di un mese  grande cortesia dello staff   buonissimo anche il ristorante","Pos","Ogliastra","4-Star"
"Hotel 478",134,"staff was really nice  bathroom was nice and modern","Pos","Olbia-Tempio","4-Star"
"Hotel 578",22,"too pricey for the service provided room cleaning only until 2pm  with the result that leaving the room at 3 it wasn t cleaned   at 170 euro a night i don t think it s acceptable","Neg","Olbia-Tempio","Other Facilities"
"Hotel 482",8,"la stanza","Neg","Olbia-Tempio","3-Star"
"Hotel 525",25,"parking was a bit restricted  getting there early would secure a place  but we were often out till late  however we always managed to find somewhere to park nearby  the hotel is not in the historical part of cagliari so you do need a car to get to the old town  however it was close to the airport  and the facilities were very good ","Neg","Olbia-Tempio","3-Star"
"Hotel 431",96,"il bagno tra il lavandino e il muro ci sono max 35 cm e si fatica ad entrare    in totale non supera i 2 metri quadri    senza finestra  impossibile utilizzare il bidet a causa del porta sapone  la doccia piccola e datata che ho trovato piena di peli e capelli lunghi neri  peccato perche  penalizza i soggiorni medio lunghi ","Neg","Olbia-Tempio","3-Star"
"Hotel 101",4,"la camera molto bella e spaziosa proprio sul lungo mare molto suggestivo","Pos","Oristano","3-Star"
"Hotel 494",26,"camera con mille rumori notturni provenienti sia dall esterno  strada piuttosto trafficata  sia da impianti tecnologici della struttura  scarichi fognari bagni    una mattina ho fatto la barba alle ore 7 30 e mi sono sentito bussare da un tizio francese della camera accanto  che ho prontamente mandato a farsi benedire con un italianissimo eufemismo  poich  l apertura del rubinetto dell acqua provocava un rumore fastidioso  e io che ci posso fare  non l ho mica realizzato io l impianto   il frigo bar all interno della camera emanava calore in tutta l ambiente e rende necessario il continuo utilizzo dell aria condizionata  che tra l altro non tollero molto   materasso duro e cuscini  al contrario  inconsistenti  nella colazione dominano solo prodotti industriali  ad eccezione delle bevande calde preparate dal personale del bar comunque sempre molto gentili e attenti alle richieste dell utenza  castelsardo  centro storico    a circa 3 4 km    non proprio comodo da raggiungere a piedi ","Neg","Sassari","3-Star"
"Hotel 96",50,"camere necessitano di un restyling  sono un po  datate ","Neg","Ogliastra","3-Star"
"Hotel 511",60,"la tv non funzionava","Neg","Olbia-Tempio","4-Star"
"Hotel 543",8,"appena siamo arrivati  all  hotel ci hanno subito accolto con molta simpatia  quello che abbiamo trovato qui   stata tanta pace  relax e una cucina ottima  ","Pos","Olbia-Tempio","Other Facilities"
"Hotel 220",56,"  fantastic and quite location in the middle of a pine forest    nice modern hotel with spacious rooms   great wide beach not crowed    good beach bar and very frequent shuttle from the hotel to the beach   excellent breakfast","Pos","Oristano","4-Star"
"Hotel 288",73,"la doccia ancora con la tenda","Neg","Medio Campidano","3-Star"
"Hotel 545",578,"la sauna finlandese non funzionante  il men  fisso troppo caro  i dolci in generale","Neg","Olbia-Tempio","3-Star"
